Date,Overall Rating,Textual Review,matched_conditions,similarity_scores
2/25/2022,4.3,I have suffered from severe depression and anxiety. 90mg Cymbalta keep me functioning but not well. My Dr added Abilify about 2 months ago and it has made me feel 100% better. No side effects to date1Report this post,"['Depression', 'Geriatric Depression', 'Postpartum Depression']","[0.1364557522177044, 0.1364557522177044, 0.1364557522177044]"
2/25/2022,4.3,I have suffered from severe depression and anxiety. 90mg Cymbalta keep me functioning but not well. My Dr added Abilify about 2 months ago and it has made me feel 100% better. No side effects to date1Report this post,"['Depression', 'Geriatric Depression', 'Postpartum Depression']","[0.1364557522177044, 0.1364557522177044, 0.1364557522177044]"
2/21/2022,5.0,"I started taking this to address extreme mood swings (irrational anger and severe sadness) associated with depression. The Dr fist prescribed 5mg which immediately addressed my mood swings but within 2 weeks I developed blurry vision, sensitivity to light, and akathisia. The Dr switched me to the 2mg dose and it has been perfect. No side effects and equally as effective as the 5mg dose. Very happy with this medication. Life changing. 1Report this post",['Irritable Mood'],[0.11928937769774059]
2/21/2022,5.0,"I started taking this to address extreme mood swings (irrational anger and severe sadness) associated with depression. The Dr fist prescribed 5mg which immediately addressed my mood swings but within 2 weeks I developed blurry vision, sensitivity to light, and akathisia. The Dr switched me to the 2mg dose and it has been perfect. No side effects and equally as effective as the 5mg dose. Very happy with this medication. Life changing. 1Report this post",['Irritable Mood'],[0.11928937769774059]
2/3/2022,4.3,I’ve been on abilify for six years. I’ve noticed that it caused a lot of weight gain especially when first starting it. The weight gain doesn’t seem that bad once you realize that all your bipolar symptoms are gone. Be aware of restlessness since it causes a ton of that. I’m slowly switching off of abilify because the weight gain has been affecting my physical health. 1Report this post,"['Antipsychotics Weight Gain', 'Bipolar I', 'Body Weight Change']","[0.2552432649514854, 0.12816581838684382, 0.11325936124204398]"
2/3/2022,4.3,I’ve been on abilify for six years. I’ve noticed that it caused a lot of weight gain especially when first starting it. The weight gain doesn’t seem that bad once you realize that all your bipolar symptoms are gone. Be aware of restlessness since it causes a ton of that. I’m slowly switching off of abilify because the weight gain has been affecting my physical health. 1Report this post,"['Antipsychotics Weight Gain', 'Bipolar I', 'Body Weight Change']","[0.2552432649514854, 0.12816581838684382, 0.11325936124204398]"
1/20/2022,4.7,"I have been really scared to try any new medication, I tried an antidepressant and it sent me to the hospital. So I was kinda iffy about trying any medication. when I was diagnosed with generalized, mood, anxiety, and depression disorder this medication was perfect. It addressed everything. I might need a higher dosage but when I forget to take it or forget to get it refilled there is a difference in my attitude, mood, and energy. It works well with me and I will take it until I don't need it an... ymore.  Read More Read Less  1Report this post","['Generalized Anxiety Disorder', 'Irritable Mood', 'Oppositional Defiant Disorder']","[0.23721840443323858, 0.11874125360397948, 0.10186061176779986]"
1/20/2022,4.7,"I have been really scared to try any new medication, I tried an antidepressant and it sent me to the hospital. So I was kinda iffy about trying any medication. when I was diagnosed with generalized, mood, anxiety, and depression disorder this medication was perfect. It addressed everything. I might need a higher dosage but when I forget to take it or forget to get it refilled there is a difference in my attitude, mood, and energy. It works well with me and I will take it until I don't need it an... ymore.  Read More Read Less  1Report this post","['Generalized Anxiety Disorder', 'Irritable Mood', 'Oppositional Defiant Disorder']","[0.23721840443323858, 0.11874125360397948, 0.10186061176779986]"
1/16/2022,2.0,"This medication made me feel more depressed, I was better off before I began taking it. 1Report this post",[],[]
1/16/2022,2.0,"This medication made me feel more depressed, I was better off before I began taking it. 1Report this post",[],[]
1/6/2022,1.0,"I have Major depression, Bipolar type 2, PTSD, Panic and anxiety disorder and ADHD. Great combo I know. Anyways.... I hate this medication. A week in I started going crazy. I had a crazy panic attacks that made me want to hurt myself and I started having suicidal thoughts. Spoke to my psychiatrist, no longer on it....trying new medication Seroquel. The other medication i'm on is Prozac, my psychiatrist prescribed me this to help with my bipolar disorder. Prozac only helps with my depression.1Report this post","['Panic Disorder', 'Bipolar Disorder', 'Bipolar I Disorder']","[0.3853617361999442, 0.2807283989283494, 0.2807283989283494]"
1/6/2022,1.0,"I have Major depression, Bipolar type 2, PTSD, Panic and anxiety disorder and ADHD. Great combo I know. Anyways.... I hate this medication. A week in I started going crazy. I had a crazy panic attacks that made me want to hurt myself and I started having suicidal thoughts. Spoke to my psychiatrist, no longer on it....trying new medication Seroquel. The other medication i'm on is Prozac, my psychiatrist prescribed me this to help with my bipolar disorder. Prozac only helps with my depression.1Report this post","['Panic Disorder', 'Bipolar Disorder', 'Bipolar I Disorder']","[0.3853617361999442, 0.2807283989283494, 0.2807283989283494]"
1/5/2022,1.7,"I was given this medication by my psychiatrist after starting Lamictal. After this, my depression kept getting worse and worse. I explained to my doctor, parents, and psychiatrist that it wasn't helping and was only doing the opposite, and they told me that they believed I was just on too low of a dose. A separate psychiatrist upped my dosage, and this caused me major suicidal thoughts, where I ended up in the hospital. The psychiatrist there finally took me off of it (she put me on Seroquel ins... tead) and I automatically started feeling better. It couldn't have been the new medicine, because I started feeling better in about 2 days, when the medicine would have needed at least a couple weeks to start affecting me. In conclusion, once the Abilify was out of my system, I felt so much more improved.  Read More Read Less  1Report this post","['Major Depression', 'Major']","[0.11719426241408251, 0.10091368869429612]"
1/5/2022,1.7,"I was given this medication by my psychiatrist after starting Lamictal. After this, my depression kept getting worse and worse. I explained to my doctor, parents, and psychiatrist that it wasn't helping and was only doing the opposite, and they told me that they believed I was just on too low of a dose. A separate psychiatrist upped my dosage, and this caused me major suicidal thoughts, where I ended up in the hospital. The psychiatrist there finally took me off of it (she put me on Seroquel ins... tead) and I automatically started feeling better. It couldn't have been the new medicine, because I started feeling better in about 2 days, when the medicine would have needed at least a couple weeks to start affecting me. In conclusion, once the Abilify was out of my system, I felt so much more improved.  Read More Read Less  1Report this post","['Major Depression', 'Major']","[0.11719426241408251, 0.10091368869429612]"
1/3/2022,1.7,it did help with my psychosis but made me really constipated and gave me terrible nightmares my depression was not improving and in less than a month i got sent back to inpatient way more trouble than it was worth1Report this post,"['Psychosis', 'First Episode Psychosis', 'Depression']","[0.26757217697801694, 0.1718170066977686, 0.12096907055459247]"
1/3/2022,1.7,it did help with my psychosis but made me really constipated and gave me terrible nightmares my depression was not improving and in less than a month i got sent back to inpatient way more trouble than it was worth1Report this post,"['Psychosis', 'First Episode Psychosis', 'Depression']","[0.26757217697801694, 0.1718170066977686, 0.12096907055459247]"
1/1/2022,3.0,"I was on Abilify for two years or so, it worked great until by body continued to build a high tolerance on it. I started at a decently low dose and had to be increased every now and then. I eventually reached the max dosage- I had already been at a very high dose for my age- and had to be taken off because of the inability to control facial expressions and other muscles (Tardive Dyskinesia). 1Report this post",[],[]
1/1/2022,3.0,"I was on Abilify for two years or so, it worked great until by body continued to build a high tolerance on it. I started at a decently low dose and had to be increased every now and then. I eventually reached the max dosage- I had already been at a very high dose for my age- and had to be taken off because of the inability to control facial expressions and other muscles (Tardive Dyskinesia). 1Report this post",[],[]
12/20/2021,1.7,Our autistic son was prescribed after experiencing violent tics/outbursts. The medication caused his behaviors to be more frequent when the dosage was increased. We took him off and he now has the behaviors once every couple of days.1Report this post,"['Autistic Disorder', 'Irritability Associated With Autistic Disorder']","[0.2145208096872528, 0.14364335539850287]"
12/20/2021,1.7,Our autistic son was prescribed after experiencing violent tics/outbursts. The medication caused his behaviors to be more frequent when the dosage was increased. We took him off and he now has the behaviors once every couple of days.1Report this post,"['Autistic Disorder', 'Irritability Associated With Autistic Disorder']","[0.2145208096872528, 0.14364335539850287]"
12/4/2021,2.3,On it to long causes stiffness mouth twitching and insatiable appetite. With weight gain1Report this post,"['Antipsychotics Weight Gain', 'Long-Acting Injection']","[0.14750627113273201, 0.13464281638546133]"
12/4/2021,2.3,On it to long causes stiffness mouth twitching and insatiable appetite. With weight gain1Report this post,"['Antipsychotics Weight Gain', 'Long-Acting Injection']","[0.14750627113273201, 0.13464281638546133]"
11/26/2021,5.0,"I've been on Lexapro for 15 years for dysthymia and bouts of clinical depression. The Lex kept the sharpest corners smoothed off, but only gave me a grey existence.

My current Psychiatrist added 5 mg of Abilify to my medications. The effect has been nothing short of a miracle cure.  I hope Abilify continues to work for me for a very long time.1Report this post",[],[]
11/26/2021,5.0,"I've been on Lexapro for 15 years for dysthymia and bouts of clinical depression. The Lex kept the sharpest corners smoothed off, but only gave me a grey existence.

My current Psychiatrist added 5 mg of Abilify to my medications. The effect has been nothing short of a miracle cure.  I hope Abilify continues to work for me for a very long time.1Report this post",[],[]
11/24/2021,5.0,"I am type one bipolar with severe manic episodes and heavy on the psychotic features. I used to hear voices, see things, have delusions of grandeur, and be paranoid constantly. Aripiprazole has made me feel as if I’m cured. My manic episodes are very tame, I rarely have outbursts and do impulsive things. I rarely hallucinate or feel paranoid and I don’t have any delusions. In depressive episodes I feel as if I can actually function and I have the motivation to live finally. The only side effects...  I experienced were when I was first starting. It made me slightly nauseous on the first day, not even bad enough that taking anti-emetics would have been justified. It made me extremely tired but since I was taking it at night it helped so much with my insomnia. First anti-psychotic/mood stabilizer I have been on and it’s excellent. This medicine saved my life. 10000/10  Read More Read Less  1Report this post","['Psychotic Depression', 'Psychotic Disorder', 'Psychotic Disorders']","[0.18922132092903252, 0.1739493437706456, 0.15246953617552142]"
11/24/2021,5.0,"I am type one bipolar with severe manic episodes and heavy on the psychotic features. I used to hear voices, see things, have delusions of grandeur, and be paranoid constantly. Aripiprazole has made me feel as if I’m cured. My manic episodes are very tame, I rarely have outbursts and do impulsive things. I rarely hallucinate or feel paranoid and I don’t have any delusions. In depressive episodes I feel as if I can actually function and I have the motivation to live finally. The only side effects...  I experienced were when I was first starting. It made me slightly nauseous on the first day, not even bad enough that taking anti-emetics would have been justified. It made me extremely tired but since I was taking it at night it helped so much with my insomnia. First anti-psychotic/mood stabilizer I have been on and it’s excellent. This medicine saved my life. 10000/10  Read More Read Less  1Report this post","['Psychotic Depression', 'Psychotic Disorder', 'Psychotic Disorders']","[0.18922132092903252, 0.1739493437706456, 0.15246953617552142]"
11/22/2021,1.0,"It makes u feel invisble, like u will die, u will gain weight, u will be weak. Ur eyes will be bad. Lifes still wrecked1Report this post",['Antipsychotics Weight Gain'],[0.12070999137805422]
11/22/2021,1.0,"It makes u feel invisble, like u will die, u will gain weight, u will be weak. Ur eyes will be bad. Lifes still wrecked1Report this post",['Antipsychotics Weight Gain'],[0.12070999137805422]
11/20/2021,1.7,This medication made me zone out. I had no idea people were even talking to me. It was extremely expensive. I would not recommend. 1Report this post,[],[]
11/20/2021,1.7,This medication made me zone out. I had no idea people were even talking to me. It was extremely expensive. I would not recommend. 1Report this post,[],[]
11/13/2021,3.7,"I took abilify paired with prozac and to simply say- it saved and changed my life. 
I stopped taking it now but will go back on it if needed. 
It is very useful in treating intrusive thoughts and depression! 1Report this post","['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.1262382309159374, 0.1262382309159374, 0.1262382309159374]"
11/13/2021,3.7,"I took abilify paired with prozac and to simply say- it saved and changed my life. 
I stopped taking it now but will go back on it if needed. 
It is very useful in treating intrusive thoughts and depression! 1Report this post","['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.1262382309159374, 0.1262382309159374, 0.1262382309159374]"
11/11/2021,2.7,"I was given abilify to help boost my antidepressant.  I took it for a year or so my depression never got any better. Then my Dr changed my appointment date to a week later one month, and before the week was over I got a condition called musical ear syndrome, and it drives me insane 24/7. It's horrible and I've had it for over 3 years now. He said going off of abilify abruptly wouldn't cause that ,but yet whenever I would say I didn't want to take it anymore he would say ""you want the music to go...  away don't you?"" That's kind of revealing that it was the cause. Be very careful to never run out of them if you choose to take them.  Read More Read Less  1Report this post","['Asperger Syndrome', 'Aspergers Syndrome']","[0.13786938195183823, 0.13786938195183823]"
11/11/2021,2.7,"I was given abilify to help boost my antidepressant.  I took it for a year or so my depression never got any better. Then my Dr changed my appointment date to a week later one month, and before the week was over I got a condition called musical ear syndrome, and it drives me insane 24/7. It's horrible and I've had it for over 3 years now. He said going off of abilify abruptly wouldn't cause that ,but yet whenever I would say I didn't want to take it anymore he would say ""you want the music to go...  away don't you?"" That's kind of revealing that it was the cause. Be very careful to never run out of them if you choose to take them.  Read More Read Less  1Report this post","['Asperger Syndrome', 'Aspergers Syndrome']","[0.13786938195183823, 0.13786938195183823]"
11/5/2021,1.0,"I came off my Abilify very slowly. My psychiatrist is very kind and understanding to let me make my own choices regarding what medication I take or not take. I have been on Abilify for a very long time. The earlier psychiatrists gave me it cause it treats depression better with another antidepressant. Well for all those years I can say I never feel relieved from the agony. In fact I believe it made me feel worse. How do I know that? From coming off it slowly. I was first given 10mg. After I whil... e I take 5mg, then 2mg, then 1mg. Now I am taking no Abilify. I paid close attention to how I feel all this time.  Now with 0 Abilify, only Trintelex and Trazadon, I have never feel this good.  Now I am less irritated, tired, have more hope, sleep better. I can do more and feel more serene.  I highly recommend Trintelex for depression.   Read More Read Less  1Report this post","['Postpartum Depression', 'Depression', 'Geriatric Depression']","[0.10656074796754328, 0.10656074796754328, 0.10656074796754328]"
11/5/2021,1.0,"I came off my Abilify very slowly. My psychiatrist is very kind and understanding to let me make my own choices regarding what medication I take or not take. I have been on Abilify for a very long time. The earlier psychiatrists gave me it cause it treats depression better with another antidepressant. Well for all those years I can say I never feel relieved from the agony. In fact I believe it made me feel worse. How do I know that? From coming off it slowly. I was first given 10mg. After I whil... e I take 5mg, then 2mg, then 1mg. Now I am taking no Abilify. I paid close attention to how I feel all this time.  Now with 0 Abilify, only Trintelex and Trazadon, I have never feel this good.  Now I am less irritated, tired, have more hope, sleep better. I can do more and feel more serene.  I highly recommend Trintelex for depression.   Read More Read Less  1Report this post","['Postpartum Depression', 'Depression', 'Geriatric Depression']","[0.10656074796754328, 0.10656074796754328, 0.10656074796754328]"
10/28/2021,2.7,"Abilify is cutting my life short. Even though I am schitzo-affective im in tune with my body and mind. This drug causes my legs to shake most times uncontrollably sometimes my fingers twitch and cramp for no reason. I move my toes constantly causing open sores and leather patches. They gave me another drug to counter act the restlessness in my legs but I refuse to take it.( no more meds). Its caused erectile disfunction in me, it's made me put on 30+ pounds in the 7 years Even though I eat and e... xercise regularly. Now I'm facing diabetes even though the doctors say I'm pre-diabetic and I can turn it around. I'm not believing them as I'm very active and watch what I eat and drink. I think because of my lifestyle this didn't occur sooner. I am court ordered to take my medication or the govt. Will lock me up. They've done it before. It makes me lethargic for 3 days after the injection and usually stops working at week 3. Or sooner depending on if I worked out in the sun to long or if I get sick as in the flu, cold, covid 19 etc. My doctor says that the benefits out weigh the negative effects. I have tried these Psyche meds to no avail: respidol, halidal, and lamictal. Between these three they caused bloating, weight gain (22lbs in 2weeks), throat constriction, breathing problems and anxiety. If someone knows of something that can help me let me know please. *** The last 2 months I have been losing my memory I fear it is causing me dementia at 49.  Read More Read Less  1Report this post",['Long-Acting Injection'],[0.10390402042739463]
10/28/2021,2.7,"Abilify is cutting my life short. Even though I am schitzo-affective im in tune with my body and mind. This drug causes my legs to shake most times uncontrollably sometimes my fingers twitch and cramp for no reason. I move my toes constantly causing open sores and leather patches. They gave me another drug to counter act the restlessness in my legs but I refuse to take it.( no more meds). Its caused erectile disfunction in me, it's made me put on 30+ pounds in the 7 years Even though I eat and e... xercise regularly. Now I'm facing diabetes even though the doctors say I'm pre-diabetic and I can turn it around. I'm not believing them as I'm very active and watch what I eat and drink. I think because of my lifestyle this didn't occur sooner. I am court ordered to take my medication or the govt. Will lock me up. They've done it before. It makes me lethargic for 3 days after the injection and usually stops working at week 3. Or sooner depending on if I worked out in the sun to long or if I get sick as in the flu, cold, covid 19 etc. My doctor says that the benefits out weigh the negative effects. I have tried these Psyche meds to no avail: respidol, halidal, and lamictal. Between these three they caused bloating, weight gain (22lbs in 2weeks), throat constriction, breathing problems and anxiety. If someone knows of something that can help me let me know please. *** The last 2 months I have been losing my memory I fear it is causing me dementia at 49.  Read More Read Less  1Report this post",['Long-Acting Injection'],[0.10390402042739463]
10/27/2021,1.0,"honestly no idea why they prescribe this. Insane weight gain and suicidal ideation, brain zaps, fatigue. gained 30 pounds over 4 months1Report this post",['Antipsychotics Weight Gain'],[0.12454204634350216]
10/27/2021,1.0,"honestly no idea why they prescribe this. Insane weight gain and suicidal ideation, brain zaps, fatigue. gained 30 pounds over 4 months1Report this post",['Antipsychotics Weight Gain'],[0.12454204634350216]
10/12/2021,1.3,"Was on this drug for 3-4 weeks, caused black out  Dr. gave it to me for Anxiety. When i called Torrent the makers of it said it was NOT for Anxiety,  black out caused me to have car accident, life wont be the same    These pharmacuetical companies just want to push drugs NOT HELP YOU1Report this post","['Anxiety Disorders', 'Social Anxiety Disorder', 'Generalized Anxiety Disorder']","[0.1419169423157621, 0.11483506799172873, 0.10470754789630432]"
10/12/2021,1.3,"Was on this drug for 3-4 weeks, caused black out  Dr. gave it to me for Anxiety. When i called Torrent the makers of it said it was NOT for Anxiety,  black out caused me to have car accident, life wont be the same    These pharmacuetical companies just want to push drugs NOT HELP YOU1Report this post","['Anxiety Disorders', 'Social Anxiety Disorder', 'Generalized Anxiety Disorder']","[0.1419169423157621, 0.11483506799172873, 0.10470754789630432]"
10/11/2021,4.0,"It seems to be working ok, although it makes me sleepy, and I constantly feel hungry. 1Report this post",[],[]
10/11/2021,4.0,"It seems to be working ok, although it makes me sleepy, and I constantly feel hungry. 1Report this post",[],[]
10/6/2021,4.3,This is good drug to cure schizophrenia1Report this post,"['Schizophrenia', 'DSM-IV Schizophrenia', 'Schizophrenia and Schizoaffective Disorder']","[0.5439572423979024, 0.5439572423979024, 0.32288748840994863]"
10/6/2021,4.3,This is good drug to cure schizophrenia1Report this post,"['Schizophrenia', 'DSM-IV Schizophrenia', 'Schizophrenia and Schizoaffective Disorder']","[0.5439572423979024, 0.5439572423979024, 0.32288748840994863]"
10/6/2021,1.7,"Was put on this medication for anxiety, terrible outcome.  Had a blackout and was in accident.
Called pharmaceutical company and said not for anxiety. So beware if your Dr. prescribes it for
Anxiety.   1Report this post","['Anxiety Disorders', 'Social Anxiety Disorder', 'Generalized Anxiety Disorder']","[0.27004909150628725, 0.21851588174180106, 0.19924455615971604]"
10/6/2021,1.7,"Was put on this medication for anxiety, terrible outcome.  Had a blackout and was in accident.
Called pharmaceutical company and said not for anxiety. So beware if your Dr. prescribes it for
Anxiety.   1Report this post","['Anxiety Disorders', 'Social Anxiety Disorder', 'Generalized Anxiety Disorder']","[0.27004909150628725, 0.21851588174180106, 0.19924455615971604]"
10/6/2021,4.0,its good1Report this post,[],[]
10/6/2021,4.0,its good1Report this post,[],[]
10/4/2021,3.7,Can't complain - it worked well for me1Report this post,[],[]
10/4/2021,3.7,Can't complain - it worked well for me1Report this post,[],[]
9/28/2021,3.3,"Brain washing. Propaganda. Been taking ability for more then ten years. It starts off nice no more dreaming of nightmares less anxiety. Drooling in class. Less worries, failing grades less cares. Then the impulses start sneaking things. Gambling. Public nudity, J.k. but increased sexual desire. Then sleeping 16+ hours lack of motivation. Over eating. Still nicer then off the drug1Report this post",[],[]
9/28/2021,3.3,"Brain washing. Propaganda. Been taking ability for more then ten years. It starts off nice no more dreaming of nightmares less anxiety. Drooling in class. Less worries, failing grades less cares. Then the impulses start sneaking things. Gambling. Public nudity, J.k. but increased sexual desire. Then sleeping 16+ hours lack of motivation. Over eating. Still nicer then off the drug1Report this post",[],[]
9/27/2021,4.3,Essentially I was undiagnosed bipolar for many years. Once I finally got my diagnosis I was put on Abilify and I could see clearly again. It saved my life truly. Yes I have gained weight but I think it’s also from my own bad habits as well. I still have episodes sometimes but I don’t feel hopeless anymore and thats what matters. I feel level the majority of the time so I’ll take it. 1Report this post,['Bipolar I'],[0.12078003891788361]
9/27/2021,4.3,Essentially I was undiagnosed bipolar for many years. Once I finally got my diagnosis I was put on Abilify and I could see clearly again. It saved my life truly. Yes I have gained weight but I think it’s also from my own bad habits as well. I still have episodes sometimes but I don’t feel hopeless anymore and thats what matters. I feel level the majority of the time so I’ll take it. 1Report this post,['Bipolar I'],[0.12078003891788361]
8/22/2021,5.0,Suffered two bouts of depression and anxiety in my life that debilitated me for months on end. Was put on 10 mg of lexapro and it did little to stop the waves of anxiety to come on. Doctor put me on 2mg of abilify and within a couple days already started feeling better. Weeks later felt completely normal again and felt like I had a security blanket. You must keep taking it though. Just because you feel normal does not mean to quit cold turkey. It's a long road and weaning off of it most be contr... olled.   Read More Read Less  2Report this post,['Anxiety Disorders'],[0.11216669216412174]
8/22/2021,5.0,Suffered two bouts of depression and anxiety in my life that debilitated me for months on end. Was put on 10 mg of lexapro and it did little to stop the waves of anxiety to come on. Doctor put me on 2mg of abilify and within a couple days already started feeling better. Weeks later felt completely normal again and felt like I had a security blanket. You must keep taking it though. Just because you feel normal does not mean to quit cold turkey. It's a long road and weaning off of it most be contr... olled.   Read More Read Less  2Report this post,['Anxiety Disorders'],[0.11216669216412174]
7/30/2021,5.0,"i was suffering with severe depression for a year. i've been taking zoloft 200mg, brintellix 20mg but my mood was not stable at all. my depression went up and down all the time and i had to deal with my suicidal thoughts when i'm low. When my depression hit low again, i told my doctor that i can not do this anymore. i was in pain all the time and i was frustrated. My doctor added abilify 1mg and in 4days i was able to come out of bed without pouring all my energy. Now, i've been on abilify for 2...  weeks and i've never felt this brightness since i got depression. i hope this med can help other patients who are dealing with depression looks like deep endless tunnel. We can do this.   Read More Read Less  2Report this post","['Depression', 'Geriatric Depression', 'Postpartum Depression']","[0.3315775750557534, 0.3315775750557534, 0.3315775750557534]"
7/30/2021,5.0,"i was suffering with severe depression for a year. i've been taking zoloft 200mg, brintellix 20mg but my mood was not stable at all. my depression went up and down all the time and i had to deal with my suicidal thoughts when i'm low. When my depression hit low again, i told my doctor that i can not do this anymore. i was in pain all the time and i was frustrated. My doctor added abilify 1mg and in 4days i was able to come out of bed without pouring all my energy. Now, i've been on abilify for 2...  weeks and i've never felt this brightness since i got depression. i hope this med can help other patients who are dealing with depression looks like deep endless tunnel. We can do this.   Read More Read Less  2Report this post","['Depression', 'Geriatric Depression', 'Postpartum Depression']","[0.3315775750557534, 0.3315775750557534, 0.3315775750557534]"
7/23/2021,2.0,"After 3 weeks I hadn't any side effects but one day I was driving and I became so drowsy, I could hardly keep my eyes open and ended up in a fender bender.  So I didn't like the side effects and what it caused in my life.2Report this post",[],[]
7/23/2021,2.0,"After 3 weeks I hadn't any side effects but one day I was driving and I became so drowsy, I could hardly keep my eyes open and ended up in a fender bender.  So I didn't like the side effects and what it caused in my life.2Report this post",[],[]
6/27/2021,1.3,"Let me start this by saying I'm normally a really chilled person. I have a wonderful family, 2 boys and a wife. My doctor prescribed this medication for my Bipolar Disorder. In my 2 months on this medication my world has been flipped upside down. I have had spats of irritability, excess weight gain, constant hatefulness twords my wife and kids, and I almost ruined my marriage with my need to constantly have sex and wanting to masturbate  24/7. This medicine made me do things that weren't me, mad... e me act ways that hurt my wife, and made me do things that almost ruined my marriage. I do not recommend this medication for anyone, no matter the age, gender, race, etc.  Read More Read Less  2Report this post","['Bipolar Disorder', 'Bipolar I Disorder']","[0.10650518091545617, 0.10650518091545617]"
6/27/2021,1.3,"Let me start this by saying I'm normally a really chilled person. I have a wonderful family, 2 boys and a wife. My doctor prescribed this medication for my Bipolar Disorder. In my 2 months on this medication my world has been flipped upside down. I have had spats of irritability, excess weight gain, constant hatefulness twords my wife and kids, and I almost ruined my marriage with my need to constantly have sex and wanting to masturbate  24/7. This medicine made me do things that weren't me, mad... e me act ways that hurt my wife, and made me do things that almost ruined my marriage. I do not recommend this medication for anyone, no matter the age, gender, race, etc.  Read More Read Less  2Report this post","['Bipolar Disorder', 'Bipolar I Disorder']","[0.10650518091545617, 0.10650518091545617]"
5/26/2021,3.7,"I’ve been on this for the better part of 3 years now! It’s not perfect, I take a really low dose (1 mg) because any higher gives me brain fog and side effects (low libido, go to bed too early), so I have to use adjuncts to maintain euthemic mood when breakthrough symptoms occur. I use matcha mostly because of its high L-Theanine and other teas for more caffeine if needed. I also take Dexedrine which helps adjust my sleep schedule to be later (otherwise I wake up before 6 AM and sleep at like 8 P... M, I’m 24.... lol) and treats my ADHD and some of the breakthrough depression. I have ADHD, Bipolar 2 (was experiencing more manic symptoms when I started this), pretty bad daytime sleepiness, OCD. I’ve been on different dosages and you may need to start higher but if you feel fog or flat affect, adjust lower if you can. Maybe add adjuncts like me. If your doctor says “your emotions seem fine” but you disagree, be pushy. Some docs don’t listen and you know your needs! It’s important to be in therapy and practice self-care things like meditation. If needed, start with a higher dose to stabilize, get therapy and experiment with adjuncts like tea, and practice meditation, and then talk to doc about titrating down if necessary. This will ensure you are taking the lowest dose possible and therefore dealing with fewer side effects. But you need to be stable enough to get those habits down before titrating down on the Abilify. It really gives me bad brain fog any higher than 2 mg so this was necessary to me. My thoughts seemed to ‘evaporate’ when on too high of a dose! That was hard with existing ADHD brain fog and mental sluggishness already... my doc may start me on 75 mg lithium soon but now that I have my nice matcha (invest in the ceremonial quality if in the US, and the tea whisk and holder, for the best quality. it’s necessary, I justify it because it’s an important adjunct treatment for me!!) I’m honestly not even sure the lithium is necessary. I was dealing with a lot of those dull hollow chest aches before I started the regular matcha which is the beginning of depression for me, and now I don’t have em because of the L-Theanine in there. Side note, Google L-Theanine and schizophrenia if you have any psychotic symptoms because there’s studies done on how that helps as an adjunct. That’s why I tried it in the first place! So stabilizing for low grade/ breakthrough symptoms. Not enough tho- when I went off the Abilify the symptoms were too strong for matcha alone!!! Don’t go off your meds pls!! Also worth noting that it can help with my energy at very low doses..... with can help with my ADHD. But again, too high and there’s brain fog. It’s a balancing act for sure.   Overall, Abilify DOES work and is seemingly necessary for me. The generic is cheap with my insurance and it does keep me stable. I keep my dose low by using other meds/ “natural” adjuncts. Has taken me a while to find out the best combo for me but it’s worth it. Helps with all my disorders (OCD, sleep issues, ADHD, bipolar) in different ways. Worth a try.... and be patient if you can because theres quite an adjustment period. A lot can change per dosage too. 0.5 mg for me can make a difference in the effects.   Read More Read Less  2Report this post",['ADHD'],[0.19543296362715512]
